formula_id,stage,source_v4_line,source_v4_section,lhs,rhs,formula_line,parents,state_type,formula_role,observable,status,notes
V5_0348,tower_mill,1313,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,f_pump_sp,"clip(f0+K_L*(L_pool-L_sp)+K_P*(P_sp-P_cyc_lag)+K_Qff*Q_in,f_min,f_max)","f_pump_sp = clip(f0+K_L*(L_pool-L_sp)+K_P*(P_sp-P_cyc_lag)+K_Qff*Q_in,f_min,f_max)",f0;L_pool;L_sp;P_sp;P_cyc_lag;K_Qff;Q_in;f_min;f_max,setpoint,executable,no,canonical,
V5_0349,magnetic,1237,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,f_ring,f_ring_sp+(f_ring_prev-f_ring_sp)*exp(-dt/tau_ring_act),f_ring = f_ring_sp+(f_ring_prev-f_ring_sp)*exp(-dt/tau_ring_act),f_ring_sp;f_ring_prev;tau_ring_act,derived,executable,no,canonical,
V5_0350,magnetic,1235,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,f_ring_sp,"clip(f_ring_nom+Kclog_ring*matrix_clog+Kcoarse_ring*(1-F200),f_ring_min,f_ring_max)","f_ring_sp = clip(f_ring_nom+Kclog_ring*matrix_clog+Kcoarse_ring*(1-F200),f_ring_min,f_ring_max)",f_ring_nom;Kclog_ring;matrix_clog;Kcoarse_ring;F200;f_ring_min;f_ring_max,setpoint,executable,no,canonical,
V5_0351,flotation,1499,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"f_{s,j}","f_{s,j}_sp+(f_{s,j}_prev-f_{s,j}_sp)*exp(-dt/tau_j_act)","f_{s,j} = f_{s,j}_sp+(f_{s,j}_prev-f_{s,j}_sp)*exp(-dt/tau_j_act)",_sp;_prev;tau_j_act,derived,executable,no,canonical,
V5_0352,flotation,1498,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"f_{s,j}_sp","clip(a_freq_j+b_freq_j*dose_need_{s,j}*M_feed_solid_s,f_min_j,f_max_j)","f_{s,j}_sp = clip(a_freq_j+b_freq_j*dose_need_{s,j}*M_feed_solid_s,f_min_j,f_max_j)","a_freq_j;b_freq_j;dose_need_{s,j};M_feed_solid_s;f_min_j;f_max_j",setpoint,executable,no,canonical,
V5_0353,flotation,1478,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,floatability_difficulty,w_carb*r_carb + w_sil*r_sil + w_fine*f25 + w_coarse*(1-F325) + w_low_lib*(1-Liberation_gangue) + w_density*abs(C-C_opt) + w_clay*clay,floatability_difficulty = w_carb*r_carb + w_sil*r_sil + w_fine*f25 + w_coarse*(1-F325) + w_low_lib*(1-Liberation_gangue) + w_density*abs(C-C_opt) + w_clay*clay,w_carb;r_carb;w_sil;r_sil;w_fine;f25;w_coarse;F325;w_low_lib;Liberation_gangue;w_density;abs;C_opt;w_clay;clay,derived,executable,no,canonical,
V5_0357,flotation,1612,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"froth_j_rate_{s,c}","R_j_{s,c}*M_cell_j_prev_{s,c}/max(tau_stage_h_{s,c},eps)+entrainment_j_rate_{s,c}","froth_j_rate_{s,c}=R_j_{s,c}*M_cell_j_prev_{s,c}/max(tau_stage_h_{s,c},eps)+entrainment_j_rate_{s,c}","R_j_{s,c};M_cell_j_prev_{s,c};tau_stage_h_{s,c};entrainment_j_rate_{s,c}",derived,executable,no,canonical,
V5_0358,flotation,1616,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"froth_j_{s,c}","froth_j_rate_{s,c}*dt","froth_j_{s,c}=froth_j_rate_{s,c}*dt","froth_j_rate_{s,c}",derived,executable,no,canonical,
V5_0360,flotation,1566,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"froth_stability_{s,c}",s0_c+s_TD_c*dose_TD_effective_s+s_K6_c*dose_DF_K6_effective_s+s_f25_c*f25_s+s_C_c*C_s+s_Ca_c*Ca2_effect_s+s_lib_c*Liberation_gangue_s+s_clay_c*clay_s,"froth_stability_{s,c}=s0_c+s_TD_c*dose_TD_effective_s+s_K6_c*dose_DF_K6_effective_s+s_f25_c*f25_s+s_C_c*C_s+s_Ca_c*Ca2_effect_s+s_lib_c*Liberation_gangue_s+s_clay_c*clay_s",s0_c;s_TD_c;dose_TD_effective_s;s_K6_c;dose_DF_K6_effective_s;s_f25_c;f25_s;s_C_c;C_s;s_Ca_c;Ca2_effect_s;s_lib_c;Liberation_gangue_s;s_clay_c;clay_s,derived,executable,no,canonical,
V5_0361,flotation,1705,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_ah5_power,meas(P_series1),fx_ah5_power=meas(P_series1),meas;P_series1,dcs,executable,yes,canonical,
V5_0362,flotation,1706,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_ah6_power,meas(P_series2),fx_ah6_power=meas(P_series2),meas;P_series2,dcs,executable,yes,canonical,
V5_0363,flotation,1693,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_blower{b}_pressure,meas(P_blower_pressure_b),fx_blower{b}_pressure=meas(P_blower_pressure_b),meas;P_blower_pressure_b,dcs,executable,yes,canonical,
V5_0364,flotation,1692,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_nt{s}_motor_current,meas(I_NT_s),fx_nt{s}_motor_current=meas(I_NT_s),meas;I_NT_s,dcs,executable,yes,canonical,
V5_0365,flotation,1691,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_nt{s}_underflow_density,meas(rho_under_s),fx_nt{s}_underflow_density=meas(rho_under_s),meas;rho_under_s,dcs,executable,yes,canonical,
V5_0366,flotation,1694,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_s1_ft1701,meas(Q_ft_s1_1701_phys),fx_s1_ft1701=meas(Q_ft_s1_1701_phys),meas;Q_ft_s1_1701_phys,dcs,executable,yes,canonical,
V5_0367,flotation,1695,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_s1_ft1702,meas(Q_ft_s1_1702_phys),fx_s1_ft1702=meas(Q_ft_s1_1702_phys),meas;Q_ft_s1_1702_phys,dcs,executable,yes,canonical,
V5_0368,flotation,1696,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_s2_ft2701,meas(Q_ft_s2_2701_phys),fx_s2_ft2701=meas(Q_ft_s2_2701_phys),meas;Q_ft_s2_2701_phys,dcs,executable,yes,canonical,
V5_0369,flotation,1697,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_s2_ft2702,meas(Q_ft_s2_2702_phys),fx_s2_ft2702=meas(Q_ft_s2_2702_phys),meas;Q_ft_s2_2702_phys,dcs,executable,yes,canonical,
V5_0370,flotation,1690,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_s{s}_k6_level,meas(L_k6_s),fx_s{s}_k6_level=meas(L_k6_s),meas;L_k6_s,dcs,executable,yes,canonical,
V5_0371,flotation,1689,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_s{s}_ph,meas(pH_s),fx_s{s}_ph=meas(pH_s),meas;pH_s,dcs,executable,yes,canonical,
V5_0372,flotation,1698,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_s{s}_pool{k}_level,"meas(L_pool_{s,k})","fx_s{s}_pool{k}_level=meas(L_pool_{s,k})","meas;L_pool_{s,k}",dcs,executable,yes,canonical,
V5_0373,flotation,1700,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_s{s}_pool{k}_pump_curr,"meas(I_pool_phys_{s,k})","fx_s{s}_pool{k}_pump_curr=meas(I_pool_phys_{s,k})","meas;I_pool_phys_{s,k}",dcs,executable,yes,canonical,
V5_0374,flotation,1699,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_s{s}_pool{k}_pump_freq,"meas(f_pool_{s,k})","fx_s{s}_pool{k}_pump_freq=meas(f_pool_{s,k})","meas;f_pool_{s,k}",dcs,executable,yes,canonical,
V5_0375,flotation,1702,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_s{s}_tk{k}_mixer_curr,"meas(I_mixer_phys_{s,k})","fx_s{s}_tk{k}_mixer_curr=meas(I_mixer_phys_{s,k})","meas;I_mixer_phys_{s,k}",dcs,executable,yes,canonical,
V5_0376,flotation,1704,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_s{s}_tk{k}_steam_fb,"meas(u_steam_fb_{s,k})","fx_s{s}_tk{k}_steam_fb=meas(u_steam_fb_{s,k})","meas;u_steam_fb_{s,k}",dcs,executable,yes,canonical,
V5_0377,flotation,1703,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_s{s}_tk{k}_steam_sp,"meas(u_steam_sp_{s,k})","fx_s{s}_tk{k}_steam_sp=meas(u_steam_sp_{s,k})","meas;u_steam_sp_{s,k}",dcs,executable,yes,canonical,
V5_0378,flotation,1701,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_s{s}_tk{k}_temp,"meas(T_tank_{s,k})","fx_s{s}_tk{k}_temp=meas(T_tank_{s,k})","meas;T_tank_{s,k}",dcs,executable,yes,canonical,
V5_0379,flotation,1683,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_s{s}_{c}_air_flow,"meas(Q_air_{s,c})","fx_s{s}_{c}_air_flow=meas(Q_air_{s,c})","meas;Q_air_{s,c}",dcs,executable,yes,canonical,
V5_0380,flotation,1684,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_s{s}_{c}_air_sp,"meas(Q_air_sp_{s,c})","fx_s{s}_{c}_air_sp=meas(Q_air_sp_{s,c})","meas;Q_air_sp_{s,c}",dcs,executable,yes,canonical,
V5_0381,flotation,1685,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_s{s}_{c}_bv_pos,"meas(u_bv_{s,c})","fx_s{s}_{c}_bv_pos=meas(u_bv_{s,c})","meas;u_bv_{s,c}",dcs,executable,yes,canonical,
V5_0382,flotation,1680,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_s{s}_{c}_level,"meas(L_cell_aerated_{s,c})","fx_s{s}_{c}_level=meas(L_cell_aerated_{s,c})","meas;L_cell_aerated_{s,c}",dcs,executable,yes,canonical,
V5_0383,flotation,1682,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_s{s}_{c}_level_valve_fb,"meas(u_lv_fb_{s,c})","fx_s{s}_{c}_level_valve_fb=meas(u_lv_fb_{s,c})","meas;u_lv_fb_{s,c}",dcs,executable,yes,canonical,
V5_0384,flotation,1681,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_s{s}_{c}_level_valve_sp,"meas(u_lv_sp_{s,c})","fx_s{s}_{c}_level_valve_sp=meas(u_lv_sp_{s,c})","meas;u_lv_sp_{s,c}",dcs,executable,yes,canonical,
V5_0385,flotation,1686,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_s{s}_{c}_motor_curr,"meas(I_cell_motor_phys_{s,c})","fx_s{s}_{c}_motor_curr=meas(I_cell_motor_phys_{s,c})","meas;I_cell_motor_phys_{s,c}",dcs,executable,yes,canonical,
V5_0386,flotation,1688,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_s{s}_{drug}_curr,"meas(I_drug_j_phys_{s,drug})","fx_s{s}_{drug}_curr=meas(I_drug_j_phys_{s,drug})","meas;I_drug_j_phys_{s,drug}",dcs,executable,yes,canonical,
V5_0387,flotation,1687,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,fx_s{s}_{drug}_freq,"meas(f_{s,drug})","fx_s{s}_{drug}_freq=meas(f_{s,drug})","meas;f_{s,drug}",dcs,executable,yes,canonical,
V5_0389,flotation,1558,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"gas_holdup_{s,c}","clip( k_gas_c*Q_air_{s,c}*(1+k_mu_gas_c*max(mu_slurry_s-mu_ref,0)), 0,gas_holdup_max_c)","gas_holdup_{s,c}=clip( k_gas_c*Q_air_{s,c}*(1+k_mu_gas_c*max(mu_slurry_s-mu_ref,0)), 0,gas_holdup_max_c)","k_gas_c;Q_air_{s,c};k_mu_gas_c;mu_slurry_s;mu_ref;gas_holdup_max_c",derived,executable,no,canonical,
V5_0391,flotation,1609,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"grade_cell_j_{s,c}","M_cell_j_prev_{s,c}/max(M_cell_solid_prev_{s,c},eps)","grade_cell_j_{s,c}=M_cell_j_prev_{s,c}/max(M_cell_solid_prev_{s,c},eps)","M_cell_j_prev_{s,c};M_cell_solid_prev_{s,c}",derived,executable,no,canonical,
V5_0392,tower_mill,1363,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,grind_difficulty,kWI*(WI_mill-WI_ref) + kcoarse*(1-F325_sand) + kC*(C_mill-C_opt)^2 + kmu*(mu_feed-mu_ref) + kCL*(circulating_load-CL_ref),grind_difficulty = kWI*(WI_mill-WI_ref) + kcoarse*(1-F325_sand) + kC*(C_mill-C_opt)^2 + kmu*(mu_feed-mu_ref) + kCL*(circulating_load-CL_ref),kWI;WI_mill;WI_ref;kcoarse;F325_sand;kC;C_mill;C_opt;kmu;mu_feed;mu_ref;kCL;circulating_load;CL_ref,derived,executable,no,canonical,
V5_0394,flotation,1568,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"h_froth_{s,c}","h_ss_{s,c}+(h_froth_prev_{s,c}-h_ss_{s,c})*exp(-dt/tau_froth_c)","h_froth_{s,c}=h_ss_{s,c}+(h_froth_prev_{s,c}-h_ss_{s,c})*exp(-dt/tau_froth_c)","h_ss_{s,c};h_froth_prev_{s,c};tau_froth_c",derived,executable,no,canonical,
V5_0396,flotation,1567,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"h_ss_{s,c}","k_h_c*Q_air_{s,c}*hydrophobic_load_{s,c}*froth_stability_{s,c}/max(k_collapse_c+k_scrape_c*scraper_speed_{s,c},eps)","h_ss_{s,c}=k_h_c*Q_air_{s,c}*hydrophobic_load_{s,c}*froth_stability_{s,c}/max(k_collapse_c+k_scrape_c*scraper_speed_{s,c},eps)","k_h_c;Q_air_{s,c};hydrophobic_load_{s,c};froth_stability_{s,c};k_collapse_c;k_scrape_c;scraper_speed_{s,c}",derived,executable,no,canonical,
V5_0397,flotation,1541,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,header_resistance,R_header0*(1+k_header_dust*air_filter_fouling+k_header_valve*mean(1-u_bv)),header_resistance = R_header0*(1+k_header_dust*air_filter_fouling+k_header_valve*mean(1-u_bv)),R_header0;k_header_dust;air_filter_fouling;k_header_valve;u_bv,derived,executable,no,canonical,
V5_0399,flotation,1534,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"hydrophobic_load_{s,c}","M_froth_gangue_lag_{s,c}+M_froth_fe_sil_lag_{s,c}+M_froth_fe_carb_lag_{s,c}+k_fe_froth*(M_froth_fe_mag_lag_{s,c}+M_froth_fe_hem_lag_{s,c})","hydrophobic_load_{s,c}=M_froth_gangue_lag_{s,c}+M_froth_fe_sil_lag_{s,c}+M_froth_fe_carb_lag_{s,c}+k_fe_froth*(M_froth_fe_mag_lag_{s,c}+M_froth_fe_hem_lag_{s,c})","M_froth_gangue_lag_{s,c};M_froth_fe_sil_lag_{s,c};M_froth_fe_carb_lag_{s,c};k_fe_froth;M_froth_fe_mag_lag_{s,c};M_froth_fe_hem_lag_{s,c}",derived,executable,no,canonical,
V5_0400,global,250,2. 全局变量分类 / 2.2 隐藏物料状态,hydrophobic_potential,h0 + h_lib*Liberation_gangue + h_sil*r_sil + h_carb*r_carb + h_fine*f25 - h_k6*dose_DF_K6 + h_ca*Ca2_effect,hydrophobic_potential = h0 + h_lib*Liberation_gangue + h_sil*r_sil + h_carb*r_carb + h_fine*f25 - h_k6*dose_DF_K6 + h_ca*Ca2_effect,h0;h_lib;Liberation_gangue;h_sil;r_sil;h_carb;r_carb;h_fine;f25;h_k6;dose_DF_K6;h_ca;Ca2_effect,derived,definition,no,canonical,
V5_0401,tower_mill,1356,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,inst_circ_load,"M_sand/max(M_overflow,eps)","inst_circ_load = M_sand/max(M_overflow,eps)",M_sand;M_overflow,derived,executable,no,canonical,
V5_0403,flotation,1604,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"k_float_carb_{s,c}","k_float_gangue_{s,c}*(1+a_carb_c*r_carb_s)*E_Ca2_carb_s","k_float_carb_{s,c}=k_float_gangue_{s,c}*(1+a_carb_c*r_carb_s)*E_Ca2_carb_s","k_float_gangue_{s,c};a_carb_c;r_carb_s;E_Ca2_carb_s",derived,executable,no,canonical,
V5_0405,flotation,1606,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"k_float_fe_hem_{s,c}","k0_hem_c*(1-E_depressant_{s,c})*entrainment_factor_{s,c}","k_float_fe_hem_{s,c}=k0_hem_c*(1-E_depressant_{s,c})*entrainment_factor_{s,c}","k0_hem_c;E_depressant_{s,c};entrainment_factor_{s,c}",derived,executable,no,canonical,
V5_0407,flotation,1605,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"k_float_fe_mag_{s,c}","k0_mag_c*(1-E_depressant_{s,c})*entrainment_factor_{s,c}","k_float_fe_mag_{s,c}=k0_mag_c*(1-E_depressant_{s,c})*entrainment_factor_{s,c}","k0_mag_c;E_depressant_{s,c};entrainment_factor_{s,c}",derived,executable,no,canonical,
V5_0409,flotation,1602,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"k_float_gangue_{s,c}","k0_g_c*E_collector_{s,c}*E_pH_{s,c}*E_air_{s,c}*E_density_{s,c}*E_size_{s,c}*E_lib_g_{s,c}*E_mu_{s,c}","k_float_gangue_{s,c}=k0_g_c*E_collector_{s,c}*E_pH_{s,c}*E_air_{s,c}*E_density_{s,c}*E_size_{s,c}*E_lib_g_{s,c}*E_mu_{s,c}","k0_g_c;E_collector_{s,c};E_pH_{s,c};E_air_{s,c};E_density_{s,c};E_size_{s,c};E_lib_g_{s,c};E_mu_{s,c}",derived,executable,no,canonical,
V5_0411,flotation,1603,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"k_float_sil_{s,c}","k_float_gangue_{s,c}*(1+a_sil_c*r_sil_s)*E_Ca2_sil_s","k_float_sil_{s,c}=k_float_gangue_{s,c}*(1+a_sil_c*r_sil_s)*E_Ca2_sil_s","k_float_gangue_{s,c};a_sil_c;r_sil_s;E_Ca2_sil_s",derived,executable,no,canonical,
V5_0412,lab,1038,8. 过程化验设计 / ,lab_sample,"100*true_value_at_sample_point+N(0,sigma_sampling)+N(0,sigma_assay)","lab_sample=100*true_value_at_sample_point+N(0,sigma_sampling)+N(0,sigma_assay)",true_value_at_sample_point;sigma_sampling;sigma_assay,derived,executable,no,canonical,
V5_0413,lab,1041,8. 过程化验设计 / ,lab_var,NaN,lab_var=NaN,NaN,derived,executable,no,canonical,
V5_0414,boundary,433,4. 入口边界因果模型 / ,lab_{i}_eryi_f200,"100*_x_eryi_line{i}_f200+N(0,sigma_f200_pct)","lab_{i}_eryi_f200=100*_x_eryi_line{i}_f200+N(0,sigma_f200_pct)",_x_eryi_line;i;_f200;sigma_f200_pct,derived,executable,no,canonical,
V5_0415,boundary,432,4. 入口边界因果模型 / ,lab_{i}_eryi_tfe,"100*_x_eryi_line{i}_tfe+N(0,sigma_tfe_pct)","lab_{i}_eryi_tfe=100*_x_eryi_line{i}_tfe+N(0,sigma_tfe_pct)",_x_eryi_line;i;_tfe;sigma_tfe_pct,derived,executable,no,canonical,
V5_0417,flotation,1587,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"lip_clearance_{s,c}","L_cell_{s,c}+h_froth_{s,c}-H_lip_reference_c","lip_clearance_{s,c}=L_cell_{s,c}+h_froth_{s,c}-H_lip_reference_c","L_cell_{s,c};h_froth_{s,c};H_lip_reference_c",derived,executable,no,canonical,
V5_0418,magnetic,1207,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,magnetic_difficulty,"w_low_mag*clip(r_mag_ref-r_mag,0,1) + w_low_lib*(1-Liberation_fe) + w_coarse*(1-F200) + w_load*(Q_feed-Q_ref)/max(Q_ref,eps) + w_harmful*(r_carb+r_sil)","magnetic_difficulty = w_low_mag*clip(r_mag_ref-r_mag,0,1) + w_low_lib*(1-Liberation_fe) + w_coarse*(1-F200) + w_load*(Q_feed-Q_ref)/max(Q_ref,eps) + w_harmful*(r_carb+r_sil)",w_low_mag;r_mag_ref;r_mag;w_low_lib;Liberation_fe;w_coarse;F200;w_load;Q_feed;Q_ref;w_harmful;r_carb;r_sil,derived,executable,no,canonical,
V5_0419,magnetic,1233,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,matrix_clog,"clip(matrix_clog_prev+dt*(clog_buildup-clog_wash),0,1)","matrix_clog = clip(matrix_clog_prev+dt*(clog_buildup-clog_wash),0,1)",matrix_clog_prev;clog_buildup;clog_wash,derived,executable,no,canonical,
V5_0420,flotation,1652,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"mixer_power_{s,k}","sqrt(3)*V_mixer_k*I_mixer_phys_{s,k}*pf_mixer_k*eta_mixer_k/1000","mixer_power_{s,k}=sqrt(3)*V_mixer_k*I_mixer_phys_{s,k}*pf_mixer_k*eta_mixer_k/1000","V_mixer_k;I_mixer_phys_{s,k};pf_mixer_k;eta_mixer_k",derived,executable,no,canonical,
V5_0421,tower_mill,1309,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,mu_feed,"mu_slurry(C_feed,clay,f25,r_sil,T_slurry_feed)","mu_feed = mu_slurry(C_feed,clay,f25,r_sil,T_slurry_feed)",mu_slurry;C_feed;clay;f25;r_sil;T_slurry_feed,derived,executable,no,canonical,
V5_0422,global,207,2. 全局变量分类 / 2.2 隐藏物料状态,mu_slurry,mu_water * exp(k_C_mu*C/(1-C+eps)) * (1+k_clay_mu*clay) * (1+k_f25_mu*f25) * (1+k_sil_mu*r_sil) * exp(k_temp_mu*(T_ref-T_slurry)),mu_slurry = mu_water * exp(k_C_mu*C/(1-C+eps)) * (1+k_clay_mu*clay) * (1+k_f25_mu*f25) * (1+k_sil_mu*r_sil) * exp(k_temp_mu*(T_ref-T_slurry)),mu_water;k_C_mu;k_clay_mu;clay;k_f25_mu;f25;k_sil_mu;r_sil;k_temp_mu;T_ref;T_slurry,derived,definition,no,canonical,
V5_0424,flotation,1459,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,mu_under_s,"mu_slurry(C_under_s,clay_s,f25_s,r_sil_s,T_under_s)","mu_under_s = mu_slurry(C_under_s,clay_s,f25_s,r_sil_s,T_under_s)",mu_slurry;C_under_s;clay_s;f25_s;r_sil_s;T_under_s,derived,executable,no,canonical,
V5_0425,tower_mill,1390,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,oil_cooling_flow,"k_oil_cooler*u_oil_cooler*sqrt(max(cooling_water_pressure,0))","oil_cooling_flow = k_oil_cooler*u_oil_cooler*sqrt(max(cooling_water_pressure,0))",k_oil_cooler;u_oil_cooler;cooling_water_pressure,derived,executable,no,canonical,
V5_0426,tower_mill,1387,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,oil_flow,k_oil_pump*f_oil_pump*health_oil_pump,oil_flow = k_oil_pump*f_oil_pump*health_oil_pump,k_oil_pump;f_oil_pump;health_oil_pump,derived,executable,no,canonical,
V5_0427,dcs,1186,10. DCS 具体生成公式和代理防护 / 10.1 显著目标代理禁止规则,online_froth_proxy,"standardized(froth_h_lag, air_flow_lag, reagent_freq_lag)","online_froth_proxy = standardized(froth_h_lag, air_flow_lag, reagent_freq_lag)",standardized;froth_h_lag;air_flow_lag;reagent_freq_lag,derived,executable,no,canonical,
V5_0428,dcs,1185,10. DCS 具体生成公式和代理防护 / 10.1 显著目标代理禁止规则,online_load_proxy,"standardized(tm_motor_current_lag, cyclone_pressure_lag, feed_flow_lag)","online_load_proxy = standardized(tm_motor_current_lag, cyclone_pressure_lag, feed_flow_lag)",standardized;tm_motor_current_lag;cyclone_pressure_lag;feed_flow_lag,derived,executable,no,canonical,
V5_0429,tower_mill,600,6. 塔磨与旋流器因果模型 / 6.2 泵池与旋流器,overflow_j,"feed_j*partition_fine_j(d50,alpha_ov)","overflow_j=feed_j*partition_fine_j(d50,alpha_ov)",feed_j;partition_fine_j;d50;alpha_ov,derived,executable,no,manual_promoted,Manually promoted from concept/reference coverage review into executable formulas.
V5_0431,flotation,1528,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,pH_s,pH_ss_s+(pH_prev_s-pH_ss_s)*exp(-dt/tau_pH),pH_s=pH_ss_s+(pH_prev_s-pH_ss_s)*exp(-dt/tau_pH),pH_ss_s;pH_prev_s;tau_pH,derived,executable,no,canonical,
V5_0433,flotation,1520,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,pH_sp_s,"clip(pH_nom+Kcarb_sp*(r_carb_s-r_carb_ref)+Ksil_sp*(r_sil_s-r_sil_ref)+operator_trim_pH_s+PRBS_pH_s,pH_min,pH_max)","pH_sp_s=clip(pH_nom+Kcarb_sp*(r_carb_s-r_carb_ref)+Ksil_sp*(r_sil_s-r_sil_ref)+operator_trim_pH_s+PRBS_pH_s,pH_min,pH_max)",pH_nom;Kcarb_sp;r_carb_s;r_carb_ref;Ksil_sp;r_sil_s;r_sil_ref;operator_trim_pH_s;PRBS_pH_s;pH_min;pH_max,derived,executable,no,canonical,
V5_0435,flotation,1527,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,pH_ss_s,"pH_base+k_pH*log1p(OH_effect_s/max(buffer_capacity_s,eps))","pH_ss_s=pH_base+k_pH*log1p(OH_effect_s/max(buffer_capacity_s,eps))",pH_base;k_pH;OH_effect_s;buffer_capacity_s,derived,executable,no,canonical,
V5_0436,flotation,1471,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,quality_proxy_s,w_tm_lab*ffill_reported(lab_tm_overflow_tfe)+w_mag_lab*ffill_reported(lab_mag_mixed_conc_tfe)+w_load*standardize(agg_tm_motor_current_lag)+w_pressure*standardize(agg_tm_cyclone_feed_pressure_lag)+w_froth*standardize(mean_froth_h_lag),quality_proxy_s = w_tm_lab*ffill_reported(lab_tm_overflow_tfe)+w_mag_lab*ffill_reported(lab_mag_mixed_conc_tfe)+w_load*standardize(agg_tm_motor_current_lag)+w_pressure*standardize(agg_tm_cyclone_feed_pressure_lag)+w_froth*standardize(mean_froth_h_lag),w_tm_lab;ffill_reported;lab_tm_overflow_tfe;w_mag_lab;lab_mag_mixed_conc_tfe;w_load;standardize;agg_tm_motor_current_lag;w_pressure;agg_tm_cyclone_feed_pressure_lag;w_froth;mean_froth_h_lag,derived,executable,no,manual_override,Manual override: V4 rhs_excerpt was truncated at standardize(mean_froth_h_lag).
